fitness_sharpe_fixed_threshold,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time,fitness_avg_pic_train,fitness_avg_pic_test,fitness_avg_sic_train,fitness_avg_sic_test,fitness_calmar_train,fitness_calmar_test,fitness_sharp_train,fitness_sharp_test,fitness_sharpe_fixed_threshold_train,fitness_sharpe_fixed_threshold_test,fitness_sharpe_std_threshold_train,fitness_sharpe_std_threshold_test,fitness_max_dd_train,fitness_max_dd_test,fitness_avg_mdd_train,fitness_avg_mdd_test,fitness_max_ic_train,fitness_max_ic_test,max_ic_train_check,given_ic_test
,"ta_aroonosc_14(ts_max_10(ta_cmo_14(ta_lr_angle_20(ts_std_10(bar_ofi_signed_quote_sum_w10_zscore)))), ts_kurt_10(ta_rsi_6(bar_gof_by_count_w10_std)))",5,9,alpha_1,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.06906057635927411,-0.032019165477171894,0.020903697470221482,-0.04469616389635165,22.745483264868472,-17.76504446769509,3.903309751044645,-3.5460996183525286,,,,,-0.09614864657297795,-0.1718048540140381,-0.03725618184593923,-0.06266929295026769,0.17710451,0.1262025,0.17710451,0.021032132424537487
,ts_delta_17(ts_argmax_20(ts_wma_21(bar_gof_by_volume_w10_mean))),3,4,alpha_2,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.02706395808564091,-0.06910471929304175,0.020157653514518294,-0.09328528006947462,18.93443731359464,-14.134194052348981,3.4299747055758987,-3.3004374250642776,,,,,-0.0998763489345163,-0.18290835461499133,-0.037889396665615305,-0.06342880779742013,0.17260251,0.027001510000000003,0.17260251,-0.062016390318277104
,ta_lr_intercept_5(elu(ts_skew_10(bar_gof_by_count_w10_mean))),3,4,alpha_3,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.05771287320754844,0.04024375397777645,0.07694476304048886,0.03364567954841511,31.986192966764463,20.903874411040025,4.028000609510223,3.431608249088459,,,,,-0.05501873423907871,-0.12110228079219633,-0.021520143145996706,-0.04475869630209166,0.24060151,0.13670150999999997,0.24060151,0.16139255702280914
,ts_std_20(ts_kurt_10(ts_sma_55(inv(bar_ofi_signed_quote_sum_w10_mean)))),4,5,alpha_4,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.0021552427710491593,-0.028310484415467813,0.03508470913832777,-0.03417238384715589,-8.897410220212592,-4.753871864095325,-1.8457113677649013,-0.7822510481730847,,,,,-0.2252017553504021,-0.30887201975893863,-0.06252793029922421,-0.14669516833146046,0.056002510000000005,0.25000151,0.056002510000000005,
,"ts_mean_return_20(min(ta_tsf_20(TA_SAR(bar_gof_by_count_w10_mean, bar_ofi_signed_quote_sum_w10_zscore)), ts_sma_55(ta_minus_dm_14(bar_ofi_signed_qty_sum_w10_std, bar_gof_by_volume_w10_std))))",4,10,alpha_5,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.07401991937855724,0.09314604800789252,-0.0744543397747729,0.04132826747720365,-31.385553297411477,12.273256000582148,-8.35680782649222,1.9848474986422646,,,,,-0.0968674719486492,-0.09289966429662813,-0.02855268034587759,-0.03181609905349609,0.14450550999999998,0.1077015,0.14450550999999998,0.04741000877963125
,"ta_rocr_14(ts_rank_20(cos(ta_minus_di_25(TS_CORR_20(bar_gof_by_volume_w10_mean, bar_ofi_signed_quote_sum_w10_quantile), sub(bar_gof_by_count_w10_std, bar_ofi_signed_quote_sum_w10_trend), ts_argmin_20(bar_gof_by_volume_w10_std)))))",5,12,alpha_6,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.07714028303601791,-0.0758449299830731,-0.07189370757090513,-0.10405080330004342,-24.76791016402764,-29.19438116391994,-4.70470485936672,-5.0935605060805225,,,,,-0.07780977907973191,-0.2150247365661582,-0.029347298674338045,-0.08973333715035606,0.24250250999999998,0.0383045,0.24250250999999998,-0.09358999413718977
,"ts_delta_17(ta_rsi_6(ta_lr_slope_20(min(bar_ofi_signed_qty_sum_w10_trend, bar_ofi_signed_qty_sum_w10_std))))",4,6,alpha_7,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.0948710202907468,0.07177365866891121,-0.06759692641022644,0.10283803734259664,-30.034510352244002,9.894244646703294,-8.437742186333868,2.322061366379657,,,,,-0.14434466316512215,-0.22197087305524021,-0.04000083843116431,-0.07602756160969465,0.21200250999999998,0.08400351,0.21200250999999998,-0.020820409007302924
,ts_argmin_10(ts_std_40(sin(ta_dema_55(ts_std_40(bar_ofi_signed_quote_sum_w10_trend))))),5,6,alpha_8,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.0306770329179335,0.02777028431479097,0.10340185437400609,0.04833043855840209,-7.795689242879126,4.246085149793022,-2.196746106090017,0.6663029716016527,,,,,-0.3490671919882852,-0.2311929683246088,-0.09334792147802365,-0.10581188146038804,0.12530550999999998,0.21050150999999998,0.12530550999999998,
,ta_lr_slope_5(ts_rank_5(ta_trix_8(bar_ofi_signed_qty_sum_w10_std))),3,4,alpha_9,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.06477094372427972,-0.028841747013541953,-0.06331040283166253,-0.06955275727312202,-30.21247459195238,-13.817180640983304,-6.315595377291543,-2.927054249936786,,,,,-0.114725333341861,-0.135272067253934,-0.03704534442786599,-0.04589891760017882,0.19310550999999998,0.09890551,0.19310550999999998,-0.07748592870544091
,ts_rank_20(ts_skew_10(bar_ofi_signed_quote_sum_w10_mean)),2,3,alpha_10,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.05091749845078206,0.10391935571285119,0.06663623390243091,0.09214589665653494,-8.450167206768178,36.03625716959636,-1.994126935370792,3.9189483370519844,,,,,-0.17735845566441313,-0.1678436474139466,-0.04659549247002859,-0.08857822153218983,0.31490551,0.2366055,0.31490551,0.1291909042834479
,"TS_COV_40(ta_cmo_25(ts_prod_3(sin(bar_gof_by_volume_w10_std))), ts_range_5(ta_minus_dm_14(ta_cmo_25(bar_ofi_signed_quote_sum_w10_zscore), ts_max_10(ts_std_40(bar_gof_by_volume_w10_trend)))))",5,12,alpha_11,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.00838339440083239,-0.0691601959263241,0.004919121219565706,-0.06862092922275294,37.595295488540614,-13.739116861878724,5.003217256810413,-1.6326755626905523,,,,,-0.06158107214585192,-0.0004971904889189994,-0.02245251428568441,-0.0001520693543203731,0.05690451,0.1055015,0.05690451,
,"ts_argrange_20(ta_minus_dm_14(add(ts_sum_17(sub(bar_ofi_signed_quote_sum_w10_zscore, bar_gof_by_volume_w10_mean)), ts_wma_8(ts_max_20(bar_ofi_signed_quote_sum_w10_quantile))), ts_std_40(add(ta_tsf_20(bar_ofi_signed_quote_sum_w10_momentum), ts_wma_55(bar_gof_by_count_w10_std)))))",5,16,alpha_12,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.02962035413501467,-0.08946033472674783,0.02799372103835156,-0.07157446808510637,66.37102590208562,-17.830261063004638,8.98026559099155,-4.923421763484487,,,,,-0.09630121856695,-0.2604163397771547,-0.03914534227851928,-0.08355101245717814,0.2979035,0.23800249999999998,0.2979035,-0.17106227106227104
,"ta_minus_dm_25(ta_lr_angle_5(ta_trima_55(bar_ofi_signed_quote_sum_w10_std)), ta_lr_intercept_5(ta_beta_5(bar_gof_by_volume_w10_trend, bar_ofi_signed_quote_sum_w10_mean)))",3,8,alpha_13,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.01853923123743604,0.10759511164878052,0.02362322846655724,0.11600868432479375,-3.0071933715713857,20.353617683171265,-0.5584410339191874,2.4148625909256936,,,,,-0.14936727865055613,-0.13205761413919406,-0.0424294102359676,-0.06481429167504604,0.18700450999999998,0.18150249999999998,0.18700450999999998,-0.041466229075814105
,ts_rank_10(ts_std_20(inv(bar_ofi_signed_quote_sum_w10_momentum))),3,4,alpha_14,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.010413328773284537,-0.0312821605948004,0.08420552339045087,-0.04569648284845853,-16.11358928010582,-1.2218985295401705,-4.986232366269746,-0.15389225291402128,,,,,-0.32105125733542117,-0.1585516277812175,-0.07862045591405792,-0.07704142448176335,0.2434055,0.19500351,0.2434055,0.11260312944523472
,ts_max_20(inv(ts_argrange_10(bar_gof_by_volume_w10_trend))),3,4,alpha_15,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.012192420598230499,-0.02553784641866199,-0.028528451040771768,-0.050899696048632224,-15.22146100477037,-2.9609000530414598,-4.269891600967078,-0.5308160540595918,,,,,-0.3976460091165762,-0.339819522967963,-0.09496437548930582,-0.14539307055326844,0.1741055,0.18030350999999997,0.1741055,-0.11409477546726572
,"ta_cmo_14(ta_mfi_14(ta_willr_14(bar_ofi_signed_quote_sum_w10_momentum, bar_ofi_signed_qty_sum_w10_std, bar_ofi_signed_qty_sum_w10_mean), ta_rocr_25(bar_ofi_signed_quote_sum_w10_std), bar_gof_by_volume_w10_mean, ts_range_10(bar_gof_by_volume_w10_std)))",3,11,alpha_16,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.04308354664673364,,-0.01689491966999566,-4.101265594649577,44.530812349637955,-0.536824254250943,4.319891557836006,,,,,-0.07599909324599467,-0.057601849532253196,-0.02875071168695581,-0.03926897905848647,0.36640251,0.17190250999999998,0.36640251,
,ta_cmo_25(ts_argmin_5(ts_kurt_10(bar_gof_by_count_w10_std))),3,4,alpha_17,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.022413341032355566,-0.04695448734316077,-0.010680791468412837,-0.05078853669127224,8.469924059839997,-31.832037401116654,1.529834394205883,-7.207959978212008,,,,,-0.11049191875137038,-0.1744138884231575,-0.03980043959876465,-0.061121608926990124,0.23740551,-0.07509549,0.23740551,
,"ta_mfi_25(ta_rocp_14(ta_rsi_24(ta_beta_20(bar_ofi_signed_qty_sum_w10_std, bar_ofi_signed_quote_sum_w10_zscore))), ts_std_40(ta_lr_intercept_5(ta_lr_angle_5(bar_gof_by_volume_w10_trend))), ta_tema_21(bar_ofi_signed_quote_sum_w10_mean), ta_mom_25(ts_argrange_5(ta_tema_21(bar_ofi_signed_qty_sum_w10_mean))))",4,16,alpha_18,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.1475294356471698,,-0.17667386265498125,-1.0353979514008302,-31.692805202941905,-0.16915277813816834,-6.506821482203631,,,,,-0.12179596248051343,-0.2747892825685059,-0.03560754463308903,-0.10313020747868548,-0.059797489999999995,0.11500251,-0.059797489999999995,
,"TS_COV_20(ts_max_5(bar_gof_by_volume_w10_std), ts_argmax_5(bar_ofi_signed_quote_sum_w10_std))",2,5,alpha_19,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.05929319367159593,-0.030376684404263908,0.14158742568562319,-0.046617021276595734,-12.9085980399428,9.693524060773493,-3.350647098075683,1.2080780265020397,,,,,-0.09805216440764669,-0.05430517604620245,-0.027956676549488784,-0.027540742108852274,0.1648025,0.14030351,0.1648025,-0.029565217391304344
,ts_lag_8(ts_argrange_5(ts_argmax_5(ts_range_10(bar_ofi_signed_quote_sum_w10_zscore)))),4,5,alpha_20,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.05765367692483949,0.03656988040451242,-0.01975547801772761,-0.004855840208423794,-21.490357758794808,32.15065619968258,-4.188202147600347,4.534440539991761,,,,,-0.0966594955024972,-0.10303180245792336,-0.03564232380131358,-0.05153099141414497,0.11340551,0.14190150999999998,0.11340551,0.014696324659294152
,"ts_prod_3(ts_rank_10(mul(ta_atr_14(bar_ofi_signed_qty_sum_w10_trend, bar_gof_by_count_w10_trend, bar_gof_by_count_w10_std), ta_dx_14(bar_ofi_signed_quote_sum_w10_std, bar_ofi_signed_qty_sum_w10_trend, bar_ofi_signed_quote_sum_w10_trend))))",4,11,alpha_21,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.11071783376960112,-0.12139275470955532,-0.03849720514719738,-0.11132870169344333,-26.977457988107545,-35.509693876733756,-6.77180677166172,-13.04800686216112,,,,,-0.22123936680047332,-0.38798603268602827,-0.05479325037331255,-0.09642708122562994,0.16750451,-0.0213965,0.16750451,-0.12642400666851905
,"ts_argmin_5(ta_atr_25(ts_delta_3(bar_ofi_signed_qty_sum_w10_std), ts_wma_8(bar_ofi_signed_quote_sum_w10_zscore), TA_HT_DCPERIOD(bar_gof_by_volume_w10_std)))",3,8,alpha_22,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.03475280944812541,-0.08938191156192883,-0.0020610146907212358,-0.029528441163699515,0.45804419591296225,-13.277727353400747,0.10684416449653773,-2.277323714836114,,,,,-0.24106311145642378,-0.2530188803726211,-0.06575500330217351,-0.09404347300721587,0.25900551,0.09090551,0.25900551,0.07004916542083442
,ta_mom_12(ts_rank_20(bar_gof_by_count_w10_std)),2,3,alpha_23,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.09929121837453304,-0.04004780539912557,0.03260685207606009,-0.024509335649153273,122.91479336724545,-18.939808844834033,8.726613358635666,-4.993202335817067,,,,,-0.03843416193714978,-0.2007141625083502,-0.02250811049656491,-0.054003138049858415,0.10590250999999999,0.14520450999999998,0.10590250999999999,0.12393162393162392
,"ta_aroonosc_14(ts_kurt_40(bar_ofi_signed_quote_sum_w10_trend), sqrt(bar_ofi_signed_quote_sum_w10_zscore))",2,5,alpha_24,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.03332292817585715,-0.03745856966060834,-0.04712213844376782,-0.03557668601160242,-27.019790623207893,4.360687659416727,-5.719429474560307,0.8192258180046025,,,,,-0.1445815965012729,-0.12424049581299886,-0.050423622711380935,-0.04670489166933407,0.26460151,0.11180251,0.26460151,-0.2412891986062718
,"ta_beta_20(ta_lr_angle_20(bar_gof_by_count_w10_mean), log(bar_ofi_signed_quote_sum_w10_quantile))",2,5,alpha_25,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.03756412976075767,-0.05026193728981464,-0.08190492611234734,-0.10432305688232739,-27.343904461180788,-25.309697999882637,-6.836587623664235,-6.16971948926195,,,,,-0.08276575167196354,-0.005281345417852102,-0.017883701465344626,-0.0016629896949391116,0.08950251,0.2015055,0.08950251,0.08104298801973221
,"tanh(ta_rocp_25(div(ta_ema_55(bar_gof_by_volume_w10_mean), ts_skew_20(bar_ofi_signed_qty_sum_w10_mean))))",4,7,alpha_26,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.02537536647549151,-0.0106307630963316,0.0018412430707874198,0.025808944854537552,-38.29855055154582,-12.382649874849008,-8.786106091366573,-2.499555632293428,,,,,-0.09126018491588124,-0.0750728398121906,-0.02712585496408636,-0.02115113549008884,0.15020450999999999,0.1925035,0.15020450999999999,
,ts_lag_3(ts_wma_21(ts_wma_21(ts_lag_8(bar_ofi_signed_quote_sum_w10_std)))),4,5,alpha_27,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.04395227723414662,0.08442148842398303,0.009160130026725163,0.062187581415544944,-16.571413184030057,8.41566059438114,-4.414038811126912,1.3819842043526303,,,,,-0.38068186082368716,-0.3134036332894947,-0.09539209950893913,-0.10712432057205745,0.1401025,0.4339015,0.1401025,
,"ts_skew_20(ta_beta_10(bar_gof_by_count_w10_mean, bar_gof_by_volume_w10_std))",2,4,alpha_28,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.015022107596886164,-0.09904190900755931,0.0365472176319176,-0.13875727312201475,18.714523017280595,-35.98063329162346,2.612810127096419,-15.601314154357658,,,,,-0.04722686059875272,-0.41062588637464215,-0.01912095382796031,-0.09529321909370572,0.0431035,0.25610551,0.0431035,
,"ta_willr_14(ts_rank_5(ta_ema_55(bar_gof_by_count_w10_mean)), ta_tema_21(ts_std_40(bar_gof_by_volume_w10_trend)), ts_mean_return_20(ta_mfi_25(bar_ofi_signed_quote_sum_w10_std, bar_gof_by_volume_w10_trend, bar_ofi_signed_quote_sum_w10_trend, bar_ofi_signed_qty_sum_w10_mean)))",3,13,alpha_29,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.00755331712007255,-0.012357308722018068,0.11611435125602107,-0.01567173252279635,61.6406497199048,1.7769150912377651,5.7108979513508045,0.33954179508221694,,,,,-0.1394838126209263,-0.32246672440894353,-0.07477929843666445,-0.1341468795208669,0.17830349999999998,0.0264045,0.17830349999999998,-0.19050802139037434
,neg(ts_delta_3(ta_lr_slope_10(ts_sma_8(ts_kurt_20(bar_gof_by_volume_w10_mean))))),5,6,alpha_30,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.07564814648702409,0.04039597160935561,0.08816879186598564,0.06171428571428571,18.920469776303676,13.943260896229726,2.5191046426309165,2.3358857703741935,,,,,-0.031187314538462213,-0.1038744362607232,-0.013506749215431057,-0.03162646924540787,0.18280349999999998,0.09760150000000001,0.18280349999999998,
,"ta_tema_21(elu(ta_lr_intercept_10(ta_beta_5(bar_ofi_signed_quote_sum_w10_quantile, bar_ofi_signed_qty_sum_w10_trend))))",4,6,alpha_31,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.14629004903379822,,0.0435979157620495,-34.218322830872275,2.3143246741674153,-9.04905190197154,0.3665439467782464,,,,,-0.22131841888323422,-0.09474407539029976,-0.0498987173673815,-0.0202502574335904,0.22740549999999998,0.12530249999999998,0.22740549999999998,0.08498629253346233
,"ts_prod_17(sub(ts_argmin_20(mul(ta_dema_21(bar_ofi_signed_qty_sum_w10_std), ts_argmin_20(bar_gof_by_volume_w10_std))), ts_prod_3(ta_dema_21(ts_sum_3(bar_ofi_signed_quote_sum_w10_trend)))))",5,12,alpha_32,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.09391278738654703,0.143806621606997,0.07649592875227754,0.09069387755102043,19.46237814690693,150.22420102818452,2.4388201485635954,8.737610913820154,,,,,-0.11442183008588143,-0.0010391417309902487,-0.03165199756764527,-0.0002794104428456948,0.20740150999999998,-0.006294490000000001,0.20740150999999998,
,"ta_beta_10(ts_sum_3(ta_aroonosc_25(bar_ofi_signed_qty_sum_w10_mean, bar_gof_by_volume_w10_std)), ts_mean_return_10(mul(bar_gof_by_count_w10_trend, bar_ofi_signed_quote_sum_w10_mean)))",3,9,alpha_33,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.20974521547677302,0.002978527392788799,0.21554329289152752,0.01360046999051127,259.74666286615246,-1.3393537765687844,13.1643451412348,-0.26945890114642956,,,,,-0.040965148561468656,-0.10392428329165534,-0.018936465900897,-0.025320970855290538,0.35620251,0.13220551,0.35620251,0.018730351641540896
,"ta_willr_14(bar_gof_by_volume_w10_mean, TA_TRANGE(bar_gof_by_count_w10_trend, bar_ofi_signed_qty_sum_w10_mean, bar_gof_by_count_w10_trend), ta_beta_10(bar_gof_by_volume_w10_std, bar_ofi_signed_qty_sum_w10_trend))",2,9,alpha_34,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.09027303811084486,-0.0045522288329443135,-0.08678829087823703,-0.06012462006079028,-8.656581910159955,-20.98739100428337,-0.8628733086893557,-3.2259731419812177,,,,,-0.043661574255120614,-0.06136253058837192,-0.015956143220533313,-0.014084370614883702,0.10160451,0.14860451,0.10160451,0.14518440885902315
,"ts_delta_17(ts_kurt_40(mul(ta_mfi_14(ta_willr_25(bar_ofi_signed_quote_sum_w10_momentum, bar_ofi_signed_quote_sum_w10_momentum, bar_ofi_signed_qty_sum_w10_mean), cos(bar_ofi_signed_qty_sum_w10_mean), cos(bar_ofi_signed_quote_sum_w10_quantile), ta_rocp_14(bar_ofi_signed_qty_sum_w10_std)), min(ta_atr_14(bar_ofi_signed_quote_sum_w10_quantile, bar_gof_by_volume_w10_mean, bar_ofi_signed_qty_sum_w10_trend), ta_rocr_25(bar_ofi_signed_qty_sum_w10_trend)))))",5,21,alpha_35,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.01797483145054799,-0.033572456215145714,-0.04175233789990036,-0.034578810247503255,-11.296733165299214,-27.440885578425725,-2.23998984212764,-10.857329856790205,,,,,-0.0745330057068722,-0.19682940379149622,-0.026257373618893694,-0.04251934440097922,0.29790251,0.08680251,0.29790251,0.011290322580645162
,"ta_beta_5(ta_aroonosc_25(bar_gof_by_count_w10_std, bar_ofi_signed_qty_sum_w10_mean), TA_BOP(bar_gof_by_volume_w10_std, bar_ofi_signed_quote_sum_w10_mean, bar_ofi_signed_quote_sum_w10_trend, bar_gof_by_volume_w10_trend))",2,9,alpha_36,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.0773461111299831,0.006373061695458338,-0.04483625751443442,-0.07869362338984034,8.272815305187908,92.9756407295914,0.7865439089115245,4.177194426150692,,,,,-0.06516111793553925,-0.0001840935074566879,-0.024015798993966445,-3.7201861283970866e-05,0.16920350999999997,0.1701035,0.16920350999999997,-0.04959165903754789
,ta_rsi_6(ts_prod_8(ts_std_10(bar_gof_by_volume_w10_trend))),3,4,alpha_37,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.001062030520214699,,-0.06211113696080132,,-12.645918242364475,inf,-3.7955287512257803,,,,,,-0.24547182326284506,0.0,-0.06185100419438001,0.0,0.17550349999999998,,0.17550349999999998,
,"ta_beta_10(elu(ta_rocp_14(ta_trix_8(bar_ofi_signed_qty_sum_w10_std))), ta_tema_8(ts_min_20(ts_lag_3(bar_ofi_signed_qty_sum_w10_trend))))",4,9,alpha_38,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.005923108829383959,,0.02519713417281807,31.24956248500229,262.8102120904957,3.437163166803449,5.196534867019586,,,,,-0.0547212596656305,-0.011796292340703021,-0.01588221819585669,-0.0055488123179798544,0.23000551,0.006904509999999999,0.23000551,
,"ts_min_5(ta_trix_8(sub(tan(TS_COV_20(bar_gof_by_volume_w10_std, bar_gof_by_count_w10_mean)), ts_max_20(TA_TRANGE(bar_ofi_signed_quote_sum_w10_std, bar_ofi_signed_quote_sum_w10_zscore, bar_ofi_signed_quote_sum_w10_momentum)))))",5,12,alpha_39,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.005054603740274421,-0.04651082377828414,-0.0009788493058849768,-0.0006265740338688604,-32.10117560647328,-5.734270896771202,-7.220864997601658,-1.026440964538931,,,,,-0.14146397484516327,-0.07960353316647324,-0.04929549406681959,-0.03214230168714075,0.23680351,0.17600349999999998,0.23680351,0.10838618745595488
,ts_argmax_20(ts_std_40(bar_gof_by_volume_w10_mean)),2,3,alpha_40,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.04424840590308216,0.08277577248953294,0.020729962500383278,0.07182153712548851,-9.852526573863042,57.15547403430762,-2.8994907686872735,5.30040239087016,,,,,-0.32184297594692146,-0.10659861922014655,-0.0776870567018211,-0.06471393514149214,0.1549045,0.17280151,0.1549045,-0.0900900900900901
,ts_argmin_10(ts_range_10(ts_rank_20(bar_gof_by_volume_w10_mean))),3,4,alpha_41,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.002571008573008372,0.03871397927928179,-0.0011545516313303575,-0.011490230134607038,-9.838470540516285,1.0738445401742347,-2.8679052625587094,0.14335318233986782,,,,,-0.29809251543713455,-0.15885888534725714,-0.0819184628602599,-0.0811152394249894,0.23850149999999998,0.15610450999999997,0.23850149999999998,-0.07608695652173912
,"div(ta_dema_21(bar_gof_by_volume_w10_std), ta_cci_25(ts_argmin_10(bar_ofi_signed_quote_sum_w10_trend), ts_max_5(bar_gof_by_count_w10_mean), TA_TRANGE(bar_ofi_signed_qty_sum_w10_trend, bar_gof_by_volume_w10_std, bar_ofi_signed_qty_sum_w10_trend)))",3,12,alpha_42,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.013891376987787358,-0.06624632868637709,0.11685959654417391,-0.09195093356491534,88.14708094226842,-36.35872467394593,7.950148580860006,-10.435579492002018,,,,,-0.46239079510595327,-1.5107227341121534,-0.19314223464436714,-0.439874598979446,0.06360451,0.1072015,0.06360451,0.01818181818181818
,"ts_rank_20(ta_beta_10(neg(sin(bar_gof_by_volume_w10_mean)), ts_sma_55(ta_ema_21(bar_ofi_signed_quote_sum_w10_momentum))))",4,8,alpha_43,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.1032157278942211,0.052387104924834914,0.049891680811868,0.06747676943117673,11.026463030943892,1.2222952265027553,1.6378451346105862,0.18306111221134397,,,,,-0.11716470324282077,-0.2617362886651642,-0.046761862280062724,-0.117156325895665,0.1080035,0.09400351,0.1080035,-0.22016044080706587
