fitness_sharpe_fixed_threshold,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time,fitness_avg_pic_train,fitness_avg_pic_test,fitness_avg_sic_train,fitness_avg_sic_test,fitness_calmar_train,fitness_calmar_test,fitness_sharp_train,fitness_sharp_test,fitness_sharpe_fixed_threshold_train,fitness_sharpe_fixed_threshold_test,fitness_sharpe_std_threshold_train,fitness_sharpe_std_threshold_test,fitness_max_dd_train,fitness_max_dd_test,fitness_avg_mdd_train,fitness_avg_mdd_test,fitness_max_ic_train,fitness_max_ic_test,max_ic_train_check,given_ic_test
,ts_delta_3(ts_kurt_10(bar_ofi_signed_qty_sum_w10_trend)),2,3,alpha_905,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.14909809970680404,-0.04817075526663389,0.12943710728104607,-0.07666131133304385,99.30841192176233,-26.753492939588455,7.658304023078949,-10.372945853477518,,,,,-0.04332120328985238,-0.21457029883346002,-0.020835275763476928,-0.053731430986492634,0.03680151,0.22030550999999998,0.03680151,0.04330329804916455
,ts_argmin_5(ta_lr_angle_10(bar_gof_by_volume_w10_trend)),2,3,alpha_906,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.12125358534150048,-0.040159620321919255,0.1060657740459178,-0.014375162831089888,4.419771576978591,-12.123761804401637,0.9308315999948363,-1.654725289513073,,,,,-0.2532465205734062,-0.24215181290358662,-0.0709073268879863,-0.11075165433704937,0.24630450999999998,0.12270251,0.24630450999999998,0.33170731707317075
,"ta_lr_slope_5(TS_COV_20(ts_min_20(bar_ofi_signed_quote_sum_w10_mean), max(bar_ofi_signed_quote_sum_w10_momentum, bar_ofi_signed_quote_sum_w10_zscore)))",3,7,alpha_907,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.03693574552882607,-0.0004543280675066069,-0.038870605758881766,-0.039609205384281386,7.8456782093125215,-22.44660838846714,1.5211796986627075,-5.800651881112043,,,,,-0.1488395266459657,-0.12914854897050476,-0.03513296042396842,-0.03326045049106516,0.16140349999999998,0.14410451,0.16140349999999998,-0.10291750503018107
,ta_tsf_10(ts_lag_17(ta_trima_55(ts_argrange_20(bar_ofi_signed_qty_sum_w10_trend)))),4,5,alpha_908,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.05751558650581129,,-0.03955362570560139,-36.368890027761736,-0.5145750979884829,-7.961634220373001,-0.1003623507503263,,,,,-0.08548263229111779,-0.10577272631157277,-0.02732070796215118,-0.037869398272527874,0.2255025,0.16140150999999997,0.2255025,
,ts_prod_3(tanh(bar_ofi_signed_qty_sum_w10_mean)),2,3,alpha_909,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.079601475783907,-0.20819076643332085,-0.01696171585196022,-0.1957894051237516,-9.65601258057496,-38.044383873638104,-1.6932583013975857,-13.751678996471837,,,,,-0.04272369510274532,-0.14152051934796991,-0.01586131239353843,-0.04056131324365286,0.08670551,0.3105035,0.08670551,-0.09448079658605972
,"ta_cmo_25(ta_lr_slope_10(ts_argrange_5(ta_aroonosc_14(bar_ofi_signed_qty_sum_w10_std, bar_gof_by_volume_w10_trend))))",4,6,alpha_910,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.0243721125458078,0.09850483985372378,0.05987205146163219,0.08785323491098565,-14.137627335581776,140.48165762148562,-2.474254797672327,10.147549602359213,,,,,-0.0878145636865221,-0.05596788885079586,-0.03293434356679737,-0.03937792775047947,0.1774055,0.17950349999999998,0.1774055,-0.1131584024696122
,"add(ta_cmo_25(abs(bar_ofi_signed_quote_sum_w10_std)), ts_prod_3(ts_min_10(bar_gof_by_count_w10_trend)))",3,7,alpha_911,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.060509729392147237,-0.027920609431591536,-0.04090577987930264,-0.013967867998263139,-33.91091545604398,-27.501824448063324,-11.079339559746183,-5.405447780144044,,,,,-0.31271772868322245,-0.14975509098015835,-0.09582520188788614,-0.05982116008451151,0.03160451,0.2280035,0.03160451,-0.06160029229082938
,ta_lr_angle_20(ts_lag_3(ta_rocp_25(ts_argrange_5(ta_tsf_5(bar_ofi_signed_quote_sum_w10_trend))))),5,6,alpha_912,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.07795340977577409,-0.059064472284385036,0.0829668495198511,-0.07144333478072078,109.56612992806488,-15.507507009457417,10.543895591004995,-4.1241298076375354,,,,,-0.04167365374613827,-0.13685401108046905,-0.020700091246190856,-0.04649870064487227,0.1948055,0.1471035,0.1948055,0.06810506566604127
,"ta_trix_8(add(bar_gof_by_count_w10_std, bar_ofi_signed_qty_sum_w10_trend))",2,4,alpha_913,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.03963875414297021,0.008489258908110513,-0.04903455991573383,-0.047279201042118975,370.296890036487,-2.5967221288162547,12.102382234828724,-0.41555396607014955,,,,,-0.015587441332579735,-0.012638768204589701,-0.005516127833308279,-0.004575733147831833,0.19360349999999998,0.1145015,0.19360349999999998,-0.5391304347826086
,"mul(ts_sma_55(bar_gof_by_count_w10_std), TA_SAR(bar_ofi_signed_qty_sum_w10_mean, bar_gof_by_volume_w10_mean))",2,6,alpha_914,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.04059616472736818,-0.12173782704158956,0.07068968161921708,-0.12092531480677375,94.08314797619049,-8.005747924207393,6.743902260782695,-0.9824307820589575,,,,,-0.07274897566851016,-0.29715984921483907,-0.03914705174174213,-0.15101589797621268,0.0589015,0.24760450999999997,0.0589015,-0.07806324110671936
,"div(ta_beta_10(ta_aroonosc_14(ta_lr_slope_10(bar_ofi_signed_qty_sum_w10_trend), ta_ema_55(bar_gof_by_count_w10_mean)), ts_min_10(ts_delta_17(bar_ofi_signed_qty_sum_w10_std))), ts_wma_21(ts_rank_5(ta_lr_slope_20(bar_ofi_signed_quote_sum_w10_trend))))",4,14,alpha_915,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.11137588314150262,-0.04952562700167701,-0.011022561647136643,-0.06341400194526883,112.05719852183277,-32.68296269580875,7.5137700207758975,-8.687413235826561,,,,,-0.029787397203384296,-0.024596945329418085,-0.007365338264429623,-0.005099048781177191,0.2313055,0.1188035,0.2313055,
,"ta_minus_dm_14(ts_argmax_5(ta_ema_8(ta_mfi_25(ta_beta_20(bar_ofi_signed_qty_sum_w10_mean, bar_ofi_signed_qty_sum_w10_trend), ts_wma_21(bar_ofi_signed_quote_sum_w10_trend), ts_std_20(bar_ofi_signed_qty_sum_w10_trend), ta_dema_8(bar_ofi_signed_qty_sum_w10_mean)))), TS_CORR_40(ts_min_20(div(ts_range_5(bar_ofi_signed_quote_sum_w10_std), ts_min_10(bar_gof_by_volume_w10_mean))), ts_delta_3(bar_gof_by_count_w10_std)))",5,22,alpha_916,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.031111811514618327,0.1363097771434382,-0.0005479663146435165,0.1766630481980026,-15.17255485176932,42.89426213409798,-4.728063760393529,4.664948495981981,,,,,-0.27734250032943664,-0.18051259247787899,-0.07029922037587309,-0.08834373773726294,0.16570550999999997,0.19360350999999998,0.16570550999999997,0.02094038417690775
,ts_lag_3(ts_argmax_20(tan(ts_range_20(elu(bar_ofi_signed_quote_sum_w10_mean))))),5,6,alpha_917,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.15320185134025815,-0.07742990200775955,0.16881127856417594,-0.10593269648284846,11.533670328103735,-19.266814244381695,2.42091519342734,-3.581134664732848,,,,,-0.1880096765092214,-0.23797547369219296,-0.05193184844276476,-0.11137873579727006,0.2767055,0.0482035,0.2767055,0.09251004749725979
,"ts_argrange_10(sub(ts_wma_8(ts_std_10(bar_ofi_signed_quote_sum_w10_mean)), elu(ta_rocp_25(bar_ofi_signed_quote_sum_w10_zscore))))",4,8,alpha_918,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.11975283665847429,0.07526773615271161,-0.09845231917409865,0.09364524533217541,-30.519733966683148,9.83664954868445,-9.237603136813144,1.7725061025186304,,,,,-0.16770571892059982,-0.1253641713776902,-0.049572885438823835,-0.04001678530291305,0.25180351,0.12080551,0.25180351,-0.10495726495726496
,"ta_tema_8(ta_beta_5(ta_lr_angle_5(ta_trix_55(ts_argrange_10(bar_gof_by_count_w10_mean))), add(cos(ta_rocr_14(bar_gof_by_count_w10_trend)), ta_trix_21(ta_lr_intercept_5(bar_gof_by_volume_w10_mean)))))",5,13,alpha_919,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.014744640973217111,,-0.003983065566652194,-41.73007229252681,65.66287698396688,-8.363275307358299,4.907418837368206,,,,,-0.25232497549408567,-0.04639547383139275,-0.07200335422210172,-0.01804496906640956,-0.08589749,0.19040251,-0.08589749,
,"ts_argmin_5(ta_dx_14(ts_wma_55(ta_trima_55(bar_ofi_signed_quote_sum_w10_trend)), ta_cmo_14(ta_lr_angle_20(bar_ofi_signed_qty_sum_w10_trend)), ta_trima_21(TA_BOP(bar_gof_by_volume_w10_mean, bar_ofi_signed_quote_sum_w10_zscore, bar_gof_by_volume_w10_trend, bar_ofi_signed_qty_sum_w10_mean))))",4,14,alpha_920,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.04269452388551191,0.034900516421053254,-0.05773280145775154,0.050418584455058604,-10.756481560308648,27.227293261755964,-2.71947594955834,2.7933123732025917,,,,,-0.2675694734426632,-0.07154488527070475,-0.07327833355253172,-0.043609347337109555,0.2403035,0.16840449999999998,0.2403035,-0.04092417108687446
,ta_lr_angle_10(ts_lag_3(sqrt(ta_rocp_14(ta_lr_intercept_20(bar_gof_by_count_w10_mean))))),5,6,alpha_921,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.004901993733550625,,-0.0036604429005644796,30.271094865820327,-10.477719361424745,3.260147754561413,-1.9436726720835853,,,,,-0.038127068665452415,-0.09380597333346795,-0.01916474742097343,-0.03047165492963657,0.33160151,0.045901510000000006,0.33160151,-0.05663265306122449
,"div(ta_mfi_25(ts_range_20(ta_willr_14(ta_trix_21(bar_gof_by_volume_w10_mean), ta_beta_10(bar_gof_by_count_w10_std, bar_ofi_signed_qty_sum_w10_mean), ts_std_20(bar_ofi_signed_qty_sum_w10_trend))), bar_ofi_signed_qty_sum_w10_trend, ta_beta_20(ta_cci_14(ta_mfi_14(bar_gof_by_count_w10_std, bar_gof_by_count_w10_mean, bar_gof_by_count_w10_mean, bar_gof_by_volume_w10_mean), ta_willr_25(bar_ofi_signed_qty_sum_w10_trend, bar_ofi_signed_qty_sum_w10_std, bar_ofi_signed_quote_sum_w10_momentum), ta_rocr_25(bar_ofi_signed_quote_sum_w10_trend)), ts_argmin_20(ts_min_20(bar_ofi_signed_quote_sum_w10_momentum))), ta_rsi_6(ta_dema_21(ta_rocp_14(bar_gof_by_volume_w10_mean)))), ta_lr_slope_10(ta_ema_8(ta_lr_intercept_10(ta_dema_55(bar_ofi_signed_qty_sum_w10_mean)))))",5,37,alpha_922,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.023914270516934497,,-0.019597905543292597,138.1424074848361,-25.411696573049916,7.452900818275662,-6.200721690445839,,,,,-0.036846123999740577,-2.1150438502458564,-0.015072251395287794,-0.6768733885863722,0.06910350999999999,0.2839035,0.06910350999999999,
,sin(ts_argmin_5(bar_gof_by_volume_w10_std)),2,3,alpha_923,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.003464796161317607,-0.0034263501430436467,-0.01938632302022123,-0.012752496743378203,-5.348561592960459,0.9860213550257101,-1.4215320967495382,0.13996349878591785,,,,,-0.09322400565805097,-0.06682132821997573,-0.024382604900333164,-0.0312101045807958,0.10250150999999999,0.0941015,0.10250150999999999,0.1708584842387659
,"ts_kurt_10(ta_lr_slope_5(TS_CORR_40(bar_ofi_signed_qty_sum_w10_std, bar_ofi_signed_quote_sum_w10_mean)))",3,5,alpha_924,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.0820684234001276,-0.07379580827939523,-0.021646136563822325,-0.01323404255319149,-40.94529015000836,-17.297841262816597,-10.194520036946741,-3.777984792983025,,,,,-0.17189365289426717,-0.1408923669863659,-0.04383499097052946,-0.04689184613627946,0.14880450999999997,0.32430350999999996,0.14880450999999997,0.0681818181818182
,ts_argmax_10(ts_argmin_5(ta_lr_slope_10(ts_std_10(ts_wma_55(bar_ofi_signed_quote_sum_w10_std))))),5,6,alpha_925,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.052317169238906135,0.011693135214813535,0.09869472781749682,-0.0046191923577941765,2.97301433624747,5.112490945144699,0.7182379812979005,0.8936904947772478,,,,,-0.2245788911274047,-0.20239543681558872,-0.0652470260070903,-0.09735359819705522,0.21930550999999998,0.24330350999999997,0.21930550999999998,-0.3955278592375366
,"ts_delta_17(ts_argrange_10(ts_argrange_5(mul(bar_ofi_signed_quote_sum_w10_quantile, bar_gof_by_volume_w10_std))))",4,6,alpha_926,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.08068436008573962,0.06633125819568818,0.041411678113424,0.062218844984802436,39.950810202801414,91.29165491375208,5.499798236235949,8.1366359648956,,,,,-0.08313062952947871,-0.05912812856433679,-0.03095677652546718,-0.03615259412262013,0.36620551,0.0708015,0.36620551,-0.04076830732292917
,ta_lr_intercept_5(inv(ts_skew_20(ta_lr_intercept_20(tanh(bar_gof_by_count_w10_trend))))),5,6,alpha_927,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.004065898820571535,-0.07055753315031403,0.02655849197086595,-0.08258098132870169,-9.497359119552756,2.387781791030468,-1.481258126897658,0.24123423444288863,,,,,-0.15208205970982208,-0.07906460878192761,-0.06457869079931591,-0.03776873703969562,0.23740250999999998,0.23500250999999997,0.23740250999999998,-0.19941348973607034
,"ta_beta_10(ta_tema_8(sin(ts_mean_return_5(bar_ofi_signed_quote_sum_w10_zscore))), TA_HT_DCPHASE(ts_max_10(ta_lr_angle_5(bar_ofi_signed_quote_sum_w10_mean))))",4,9,alpha_928,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.045789443690163543,,0.07486105080330005,23.270104694759794,-4.006629592562888,2.6301399819522864,-0.5677120422607492,,,,,-0.07890150844947569,-0.071042320672515,-0.025855265030280156,-0.02285604722590785,0.21890351,0.3714055,0.21890351,0.09462689209524652
,ts_kurt_40(ts_min_5(ta_lr_slope_10(bar_gof_by_count_w10_trend))),3,4,alpha_929,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.14848649892593935,-0.09717220668962259,0.0825876325587522,-0.028828050369083803,13.396461992285277,-29.749642153057245,1.9390257016953572,-7.766122907841689,,,,,-0.050739719585076726,-0.22844521839404297,-0.016392165751865584,-0.05418005638395225,0.19560250999999998,0.10200450999999999,0.19560250999999998,0.03329633740288568
,ts_kurt_10(bar_gof_by_count_w10_std),1,2,alpha_930,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.05136520255966583,-0.030232737382338115,0.03797105751148482,-0.034339557099435515,2.082415640470998,-24.42661017510387,0.39305190575994764,-5.780193062804658,,,,,-0.12177405881783007,-0.18892156526823545,-0.04313818272495143,-0.06742256279503814,-0.051695490000000004,0.16990450999999998,-0.051695490000000004,-0.08279370952821462
,"ts_delta_8(ta_beta_10(bar_gof_by_volume_w10_mean, bar_ofi_signed_qty_sum_w10_std))",2,4,alpha_931,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.08426139479645388,0.1336228233785326,0.06782779792009037,0.025071211463308735,2.597656867975391,49.954380894817845,0.427134371640913,7.443613350330937,,,,,-0.11146876227956808,-0.048523069834246896,-0.042826430762846035,-0.012368560470966006,0.11410350999999999,0.38930349999999997,0.11410350999999999,0.009077878643096036
,"elu(TS_COV_40(bar_ofi_signed_quote_sum_w10_momentum, bar_ofi_signed_qty_sum_w10_std))",2,4,alpha_932,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.058033990009190295,-0.04278510841927935,-0.06998472048293577,-0.014759878419452893,-26.039251673155885,104.02998519046412,-3.6726827089256564,7.498150100452184,,,,,-0.11525015287243578,-0.056734881790110325,-0.048345072636109813,-0.026984788131883763,-0.006294500000000001,0.31460451,-0.006294500000000001,-0.07085301472631288
,ts_prod_3(ta_lr_slope_5(bar_ofi_signed_quote_sum_w10_trend)),2,3,alpha_933,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.1157983394691263,0.08777522132582102,-0.0011157494753796238,0.0722297003907946,143.49167727076247,197.9278234167177,7.788383638997802,11.084375856956747,,,,,-0.009819541955908458,-5.482866828967341e-06,-0.0024925735274844455,-1.4234489696727043e-06,0.20600550999999998,0.02360251,0.20600550999999998,-0.0433673469387755
,"TA_TRANGE(neg(ts_lag_3(bar_gof_by_volume_w10_trend)), ta_dx_25(ts_mean_return_5(bar_ofi_signed_quote_sum_w10_mean), ts_mean_return_10(bar_ofi_signed_quote_sum_w10_mean), ts_sma_55(bar_ofi_signed_quote_sum_w10_momentum)), ts_skew_10(ta_ema_8(bar_ofi_signed_quote_sum_w10_mean)))",3,14,alpha_934,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.03681919296343017,-0.009117286616374221,0.06280135772974103,-0.03626574033868866,-12.206222062473008,9.222273469580037,-3.843336698936859,1.1929200734122178,,,,,-0.29536414589666654,-0.18895765761634498,-0.07158515073929825,-0.0889769730337095,0.1016055,0.27040251,0.1016055,-0.007351810267925807
,"ts_min_5(ta_cmo_14(ts_lag_8(ta_ema_55(add(bar_ofi_signed_quote_sum_w10_momentum, bar_ofi_signed_quote_sum_w10_mean)))))",5,7,alpha_935,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.06417936717122934,,-0.021793313069908817,15.514697759611652,-2.2407298878173454,2.1356339381777034,-0.5027180751833277,,,,,-0.12061695299067915,-0.17507768466417994,-0.05191115775973811,-0.05442691097191379,0.12970451,0.0797035,0.12970451,
,"ta_beta_10(cos(ts_rank_10(bar_ofi_signed_quote_sum_w10_mean)), ta_dema_55(ta_lr_slope_20(bar_ofi_signed_qty_sum_w10_mean)))",3,7,alpha_936,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.02830106746669474,,-0.005524099001302647,-39.68701614461872,-25.098164570106547,-7.7853844329233395,-3.6640612116817963,,,,,-0.22075053871771078,-0.09637637561308146,-0.06143522778744627,-0.02789699010647183,0.044603510000000006,0.06950151,0.044603510000000006,
,"ts_min_10(ta_rocp_14(ta_rsi_24(ta_atr_25(bar_gof_by_volume_w10_trend, bar_gof_by_volume_w10_std, bar_gof_by_count_w10_trend))))",4,7,alpha_937,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.0516548209868104,,0.01757533651758576,-12.002510199307576,-1.1284901063475614,-2.8070314469367768,-0.31650122461676544,,,,,-0.07573170302912208,-0.18230491419987177,-0.021306799095227192,-0.0510514053518399,0.23300451,0.00360151,0.23300451,
,"ts_argrange_20(ta_aroonosc_25(bar_ofi_signed_quote_sum_w10_trend, bar_ofi_signed_qty_sum_w10_std))",2,4,alpha_938,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.044226291375999774,0.04114921660990199,-0.028912882444210485,0.06406079027355624,-28.54306682231216,-9.294962939134763,-5.746690719969483,-1.2012146890283208,,,,,-0.12014053065187599,-0.11795568950927802,-0.043493312613202835,-0.0605025596574863,0.18030350999999997,0.17350349999999998,0.18030350999999997,
,"min(ts_prod_8(bar_ofi_signed_quote_sum_w10_mean), ta_trix_8(bar_ofi_signed_quote_sum_w10_zscore))",2,5,alpha_939,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.02280010818146341,0.01272990309282119,-0.1193451674899761,-0.007209726443768993,-13.733439310406187,175.87637523764062,-2.8941879657874114,5.974062520006698,,,,,-0.12245341581059577,-0.025782060267225307,-0.033416320933391155,-0.007226322717013327,0.035005510000000004,0.2197025,0.035005510000000004,0.21640316205533597
,"ta_mfi_14(cos(bar_gof_by_count_w10_std), ts_sma_21(ts_min_5(ts_sma_8(ta_lr_slope_20(bar_gof_by_count_w10_mean)))), ts_max_20(ts_delta_3(ts_std_10(ta_rocp_14(bar_gof_by_count_w10_trend)))), ts_wma_21(ta_tsf_20(TA_SAR(bar_gof_by_count_w10_mean, ta_lr_slope_10(bar_ofi_signed_qty_sum_w10_std)))))",5,19,alpha_940,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,,,,265.66639752779855,208.87725704914556,12.111026127992602,6.681639013326266,,,,,-0.020171801441576223,-0.013001578637725268,-0.004920691712606101,-0.0026003157275450535,0.2232015,0.06430251,0.2232015,
,"ta_willr_14(ta_trima_21(ta_lr_slope_5(bar_ofi_signed_qty_sum_w10_std)), ts_argmax_5(inv(bar_ofi_signed_quote_sum_w10_quantile)), ta_rsi_12(ta_tema_21(bar_ofi_signed_quote_sum_w10_quantile)))",3,10,alpha_941,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.02850433861352758,0.08151176529755008,-0.05719451368104138,0.06571862787668256,-12.238285290024605,-12.484607817140745,-1.574898442200619,-2.683336521889495,,,,,-0.06668848462938116,-0.19325611528513412,-0.03256282886065038,-0.057539142883899816,0.20370549999999998,0.10080351,0.20370549999999998,-0.20782654680063456
,"TA_TRANGE(mul(ta_cmo_25(ts_range_10(TA_HT_DCPERIOD(bar_ofi_signed_quote_sum_w10_momentum))), sub(ta_lr_slope_20(ta_beta_5(bar_ofi_signed_quote_sum_w10_trend, bar_gof_by_count_w10_std)), ts_max_10(ts_argmax_20(bar_ofi_signed_quote_sum_w10_std)))), ts_std_10(ts_kurt_20(ts_sum_8(ta_lr_intercept_20(bar_gof_by_count_w10_std)))), ts_argmax_20(bar_gof_by_volume_w10_trend))",5,21,alpha_942,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.09650789843331056,-0.01630818835488954,-0.10747150246361356,0.034507598784194515,-24.531150329763108,-12.314606701036027,-8.575119194524863,-2.121080491275782,,,,,-0.3650702886541269,-0.2952857768123319,-0.0844170475816546,-0.12291594309715596,0.2403015,0.1990055,0.2403015,-0.07644230769230768
,"ts_mean_return_5(TS_COV_20(bar_gof_by_volume_w10_mean, bar_gof_by_volume_w10_mean))",2,4,alpha_943,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.08387509803935139,-0.04065086084341214,-0.07346383595993464,-0.01876378636561008,-31.68414536683134,-0.47052060575140325,-11.42449455879425,-0.10379795644036467,,,,,-0.0860288550968176,-0.10734797317735857,-0.023245986180267915,-0.03236781759768132,0.29070351,0.25680451,0.29070351,-0.1444991789819376
,"ts_std_10(log(ta_beta_10(ts_argmax_5(bar_gof_by_count_w10_std), ta_mom_25(bar_gof_by_volume_w10_trend))))",4,7,alpha_944,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.03759223297328354,-0.07153530946200508,0.033674208172156585,0.012664350846721665,-14.951908172930882,-28.584642613584084,-3.675763436465716,-4.524466193241031,,,,,-0.2701799823540177,-0.2590400744783797,-0.07608311586446385,-0.1160373760110364,0.26680350999999997,0.1882035,0.26680350999999997,0.05959232087158987
,ta_rocp_25(ts_sum_3(bar_ofi_signed_quote_sum_w10_mean)),2,3,alpha_945,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.09647210569219904,0.17360325112748556,0.023325264997857142,0.05279461571862787,126.23821864346604,273.93687450366235,6.075476688871381,10.35499590538242,,,,,-0.05176131505534837,-0.0032122388726087397,-0.02483323712331819,-0.001238855011278471,0.15210451,0.2358055,0.15210451,
,ta_lr_slope_10(ta_rocr_25(ts_wma_8(bar_ofi_signed_qty_sum_w10_trend))),3,4,alpha_946,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.015228726511555973,0.0072379863485999025,0.004106542204703395,-0.05756665219279199,-22.940696941016945,16.689591330119363,-4.23217850290746,1.7990687136898769,,,,,-0.105026290802628,-0.0008081592717019627,-0.03196667755836738,-0.0003657506198503657,0.0977035,0.3593035,0.0977035,0.4409937888198759
,"ta_aroonosc_14(TA_BOP(ts_min_5(bar_ofi_signed_qty_sum_w10_mean), ts_sma_55(bar_ofi_signed_quote_sum_w10_quantile), ts_mean_return_10(bar_ofi_signed_quote_sum_w10_momentum), ts_argmin_20(bar_ofi_signed_qty_sum_w10_mean)), mul(TA_TRANGE(bar_ofi_signed_qty_sum_w10_std, bar_gof_by_count_w10_trend, bar_ofi_signed_quote_sum_w10_zscore), ts_prod_8(bar_ofi_signed_quote_sum_w10_mean)))",3,17,alpha_947,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.06355040294164718,0.09921719053135572,0.015139046317675806,0.13337607167177312,-0.4001185811652175,82.10097002188691,-0.12031020763889956,10.755147217945465,,,,,-0.24415272135545862,-0.10112600640011733,-0.05927618374144692,-0.03784044396175727,0.18480450999999998,0.06970451,0.18480450999999998,-0.027064124791138587
